dataset,preference.beta_Q,preference.lambda_uncertainty,preference.kappa,training.local_epochs,training.learning_rate,ndcg@10,ndcg@20,recall@10,recall@20,precision@10,precision@20,acc@5,acc@10,acc@20
Foursquare,0.5,0.7,1.0,5,0.01,0.07794324984930444,0.11755368375323269,0.09593153616269742,0.18960401294636753,0.05760197775030903,0.057148743304491136,0.2426864441697569,0.44169756901524515,0.6967449526163988
Foursquare,0.5,0.7,1.0,5,0.02,0.07840206825280972,0.11935237760649749,0.09619896168358613,0.1926352384312524,0.057148743304491136,0.05766378244746601,0.24598269468479605,0.4404614750721055,0.6880922950144212
Foursquare,0.5,0.7,1.0,10,0.005,0.07921389517501151,0.11783934557092127,0.09687504781678465,0.1876601413064361,0.05830243098475484,0.05675731355583024,0.24927894519983518,0.4466419447878039,0.6794396374124434
Foursquare,0.5,0.7,1.0,10,0.01,0.08060263461670729,0.11910382348276248,0.09763179097716564,0.1882275448628907,0.05941491553358056,0.05770498557890399,0.2591676967449526,0.44746600741656367,0.681087762669963
Foursquare,0.5,0.7,1.0,10,0.02,0.08054251700562472,0.12011756252322608,0.09789738233382428,0.1910545059593623,0.05694272764730119,0.056736711990111245,0.25257519571487436,0.4392253811289658,0.6868562010712814
Foursquare,0.5,0.7,2.0,1,0.005,0.08216189609015222,0.12287653139589186,0.09854366054434364,0.19509709858661115,0.05912649361351463,0.05863205603625875,0.25710754017305315,0.4515863205603626,0.6975690152451587
Foursquare,0.5,0.7,2.0,1,0.01,0.07292408255914061,0.11275797347449813,0.08898263898886397,0.1816705977193443,0.054635352286773804,0.05599505562422744,0.23856613102595797,0.42356819118252986,0.6683147919241862
Foursquare,0.5,0.7,2.0,1,0.02,0.07816344353602665,0.11783815620874916,0.09522885947746002,0.18798370725561991,0.056736711990111245,0.056983930778739186,0.2558714462299135,0.4396374124433457,0.688504326328801
Foursquare,0.5,0.7,2.0,3,0.005,0.07878473861737341,0.11892355853521357,0.09613896508647037,0.19010704680821283,0.057189946435929125,0.057148743304491136,0.24557066337041616,0.4404614750721055,0.6802637000412032
Foursquare,0.5,0.7,2.0,3,0.01,0.07508098069869956,0.11707326490382516,0.08897638164615931,0.18718719003183532,0.05459414915533581,0.05692212608158219,0.23279769262463948,0.4223320972393902,0.6790276060980635
Foursquare,0.5,0.7,2.0,3,0.02,0.07670787263612747,0.11735785183537137,0.09474277745084675,0.19034372263575483,0.057025133910177175,0.05735475896168108,0.25133910177173463,0.44252163164400493,0.6864441697569015
Foursquare,0.5,0.7,2.0,5,0.005,0.07579160512796211,0.11573821333754994,0.09205214874496281,0.1857659965286944,0.05591264936135146,0.05632468067573135,0.24557066337041616,0.43139678615574784,0.6790276060980635
Foursquare,0.5,0.7,2.0,5,0.01,0.07788803541445402,0.11740840950215499,0.09333055925350288,0.18713448697010426,0.05710754017305316,0.05681911825298723,0.25298722702925425,0.4363411619283066,0.6716110424392254
Foursquare,0.5,0.7,2.0,5,0.02,0.07971028386489067,0.11881247574905601,0.09703175468302615,0.18917534102090605,0.057437165224557066,0.05675731355583024,0.2595797280593325,0.4441697569015245,0.6868562010712814
Foursquare,0.5,0.7,2.0,10,0.005,0.07726416600338888,0.11695760123254952,0.09352577060163624,0.18755999511256333,0.05620107128141738,0.05667490729295427,0.25339925834363414,0.43469303667078696,0.6777915121549237
Foursquare,0.5,0.7,2.0,10,0.01,0.07611563987519691,0.11787265989489906,0.09316058440672635,0.1916313353371001,0.05628347754429337,0.05797280593325092,0.24474660074165636,0.438401318500206,0.6843840131850021
Foursquare,0.5,0.7,2.0,10,0.02,0.07417159684414358,0.11505403034833245,0.09070480332773331,0.18701947413048958,0.05545941491553359,0.05683971981870622,0.24145035022661723,0.42068397198187063,0.6847960444993819
Foursquare,0.5,1.0,0.2,1,0.005,0.08581034543982416,0.1271277907220041,0.10379373283193921,0.2011138950600318,0.062463947259991756,0.060589204779563255,0.27523691800576844,0.4787803873094355,0.7144622991347342
Foursquare,0.5,1.0,0.2,1,0.01,0.07862415093410653,0.11932812250998237,0.09433625097226375,0.1905449515720956,0.05892047795632468,0.05861145447053976,0.2558714462299135,0.4495261639884631,0.6955088586732592
Foursquare,0.5,1.0,0.2,1,0.02,0.07919194240126667,0.11981467937207715,0.09580064200010237,0.19140454024067863,0.05776679027606098,0.05784919653893697,0.2604037906880923,0.4404614750721055,0.6897404202719407
Foursquare,0.5,1.0,0.2,3,0.005,0.07869386560535171,0.11888959318388179,0.09347283972616116,0.18804473087248047,0.057643180881747004,0.05745776679027605,0.25051503914297485,0.4359291306139267,0.6740832303255048
Foursquare,0.5,1.0,0.2,3,0.01,0.07610208193470155,0.1197185152073955,0.0905775623317148,0.19431965788358427,0.05545941491553359,0.05828182941903584,0.25669550885867326,0.41985990935311085,0.6996291718170581
Foursquare,0.5,1.0,0.2,3,0.02,0.07798136745408897,0.11731539004873981,0.09339284822092386,0.18654812499509818,0.056571899464359296,0.05642768850432633,0.24598269468479605,0.44169756901524515,0.6777915121549237
Foursquare,0.5,1.0,0.2,5,0.005,0.07787544866638609,0.11628291216222825,0.09255882757910372,0.18374769277512332,0.057395962093119084,0.05642768850432633,0.25298722702925425,0.4458178821590441,0.6679027606098064
Foursquare,0.5,1.0,0.2,5,0.01,0.07923959576485101,0.11920564982924918,0.09478373482819388,0.18911847783095304,0.05772558714462299,0.05723114956736712,0.2542233209723939,0.44210960032962504,0.688504326328801
Foursquare,0.5,1.0,0.2,5,0.02,0.07571400169224214,0.11522905599957568,0.0912258148896755,0.18400631801454326,0.05517099299546765,0.056098063452822415,0.242274412855377,0.43016069221260816,0.6724351050679852
Foursquare,0.5,1.0,0.2,10,0.005,0.07635999197285835,0.1170227520974252,0.09060766197948679,0.18643757616476725,0.05603625875566543,0.056983930778739186,0.24927894519983518,0.4297486608982283,0.6777915121549237
Foursquare,0.5,1.0,0.2,10,0.01,0.07595828839400819,0.11617443445733493,0.09243422896469845,0.1858350099374601,0.05566543057272354,0.05677791512154924,0.25051503914297485,0.43428100535640707,0.6827358879274825
Foursquare,0.5,1.0,0.2,10,0.02,0.07966407566751112,0.11947056794086482,0.09584920401588416,0.19059250130468944,0.057931602801812934,0.0565925010300783,0.24639472599917595,0.44746600741656367,0.6852080758137619
Foursquare,0.5,1.0,0.5,1,0.005,0.07725364611932428,0.11664488219737022,0.09286840125516443,0.1857012199352589,0.05665430572723527,0.056613102595797285,0.25669550885867326,0.44169756901524515,0.6790276060980635
Foursquare,0.5,1.0,0.5,1,0.01,0.08066650091727069,0.12143455363847887,0.09841830384011929,0.19406018955362547,0.057519571487433044,0.05803461063040792,0.2583436341161928,0.4515863205603626,0.6934487021013597
Foursquare,0.5,1.0,0.5,1,0.02,0.08147886010921211,0.12086850753754345,0.09633418772696505,0.18962170845219609,0.057807993407498974,0.05681911825298723,0.26081582200247216,0.4495261639884631,0.6872682323856613
Foursquare,0.5,1.0,0.5,3,0.005,0.07650847324584392,0.11606241683860367,0.09221002235543534,0.18491823741811567,0.05756077461887103,0.057231149567367114,0.24474660074165636,0.4396374124433457,0.6872682323856613
Foursquare,0.5,1.0,0.5,3,0.01,0.0815686751973639,0.12248923871466354,0.10086192777499627,0.1979527582920391,0.06069221260815823,0.0591882983106716,0.2727647301194891,0.46600741656365885,0.7025133910177174
Foursquare,0.5,1.0,0.5,3,0.02,0.07738858146777852,0.11746614829781339,0.09383856497063696,0.18794351205796017,0.05751957148743306,0.05735475896168108,0.24721878862793573,0.4396374124433457,0.6856201071281417
Foursquare,0.5,1.0,0.5,5,0.005,0.07715908608542259,0.11548810925759401,0.09352787899271522,0.18385184734517407,0.05587144622991346,0.05548001648125258,0.2517511330861145,0.4400494437577256,0.6839719818706221
Foursquare,0.5,1.0,0.5,5,0.01,0.07764736969460984,0.11558783073838153,0.09292767061798302,0.18224759923321024,0.05624227441285538,0.055644829007004536,0.24062628759785742,0.4256283477544293,0.6674907292954264
Foursquare,0.5,1.0,0.5,5,0.02,0.08117902687232148,0.12116694725022235,0.09876136331348337,0.19258505886599459,0.05978574371652246,0.05902348578491965,0.26782035434693036,0.4515863205603626,0.6979810465595385
Foursquare,0.5,1.0,0.5,10,0.005,0.07296914062580763,0.11163586649949983,0.08790823989801934,0.17913198284289844,0.0542233209723939,0.05496497733827771,0.23320972393901937,0.4219200659250103,0.6600741656365884
Foursquare,0.5,1.0,0.5,10,0.01,0.07594809849047143,0.1140497264691582,0.09327990662045965,0.18229513370829184,0.057643180881747004,0.05683971981870622,0.242274412855377,0.4392253811289658,0.6724351050679852
Foursquare,0.5,1.0,0.5,10,0.02,0.07822709099268398,0.11852182986630713,0.09273264409867778,0.186826295346959,0.05648949320148331,0.05729295426452411,0.2480428512566955,0.4285125669550886,0.6707869798104656
Foursquare,0.5,1.0,1.0,1,0.005,0.07811912784737231,0.11797452299943718,0.09530323721585951,0.18842002674504887,0.05813761845900289,0.05727235269880511,0.25133910177173463,0.44499381953028433,0.6872682323856613
Foursquare,0.5,1.0,1.0,1,0.01,0.0817508392567064,0.12101387581435541,0.09708434064824194,0.18991786526307458,0.060197775030902345,0.05871446229913473,0.2558714462299135,0.4511742892459827,0.6819118252987227
Foursquare,0.5,1.0,1.0,1,0.02,0.07792243600239526,0.11804163970765644,0.0928534703276923,0.18755821439958228,0.05681911825298723,0.05696332921302019,0.25628347754429337,0.4429336629583848,0.6905644829007005
Foursquare,0.5,1.0,1.0,3,0.005,0.07508948298303972,0.114146972757286,0.09075033410851646,0.18331544523677668,0.05570663370416151,0.05626287597857438,0.24598269468479605,0.4338689740420272,0.6839719818706221
Foursquare,0.5,1.0,1.0,3,0.01,0.07975683341700739,0.11710699596148422,0.0996152765406612,0.187088513008356,0.05826122785331685,0.05595385249278945,0.25710754017305315,0.4503502266172229,0.6823238566131026
Foursquare,0.5,1.0,1.0,3,0.02,0.07588573158637456,0.11816862731694537,0.09047864113070883,0.18871330222812,0.054717758549649775,0.057622579316028016,0.25751957148743304,0.4281005356407087,0.6794396374124434
Foursquare,0.5,1.0,1.0,5,0.005,0.0779274440612228,0.11649968169789778,0.09313511920057081,0.1839972406746639,0.05686032138442522,0.05599505562422744,0.2599917593737124,0.44169756901524515,0.6860321384425216
Foursquare,0.5,1.0,1.0,5,0.01,0.07760936155944347,0.11796858136082605,0.09379403975464301,0.18876173820159484,0.05644829007004532,0.05743716522455708,0.2542233209723939,0.4392253811289658,0.6852080758137619
Foursquare,0.5,1.0,1.0,5,0.02,0.07525287373076181,0.1157419294379993,0.09207989742811479,0.18718480276558125,0.054717758549649775,0.05651009476720231,0.2480428512566955,0.4252163164400494,0.6880922950144212
Foursquare,0.5,1.0,1.0,10,0.005,0.08017937847783457,0.11990663432836937,0.09614398885864059,0.18836954751352014,0.05842604037906882,0.0580964153275649,0.265348166460651,0.45447053976102186,0.6918005768438401
Foursquare,0.5,1.0,1.0,10,0.01,0.07800206670209686,0.11592467126559305,0.09148500770751915,0.18109741150036968,0.056571899464359296,0.05593325092707046,0.2542233209723939,0.4363411619283066,0.6724351050679852
Foursquare,0.5,1.0,1.0,10,0.02,0.07624917571415324,0.11598440260329418,0.09271643886938973,0.1864438640609992,0.05545941491553358,0.05585084466419448,0.25710754017305315,0.4338689740420272,0.6819118252987227
Foursquare,0.5,1.0,2.0,1,0.005,0.07456278184220214,0.1141133784550854,0.09032344154789806,0.183578808649791,0.05554182117840956,0.05615986814997939,0.2426864441697569,0.4326328800988875,0.6740832303255048
Foursquare,0.5,1.0,2.0,1,0.01,0.07999290271896524,0.11987128713876856,0.09714804084092861,0.19126187765996772,0.05896168108776265,0.057952204367531936,0.25339925834363414,0.4400494437577256,0.6852080758137619
Foursquare,0.5,1.0,2.0,1,0.02,0.07578641691136007,0.11704437641629489,0.09192653894486719,0.18929449156234085,0.05591264936135147,0.057684384013185,0.242274412855377,0.42480428512566953,0.6847960444993819
Foursquare,0.5,1.0,2.0,3,0.005,0.07709478442764257,0.11520801673982942,0.09185617827674525,0.18122528430482876,0.056407086938607326,0.055768438401318496,0.25092707045735474,0.43716522455706636,0.6641944787803873
Foursquare,0.5,1.0,2.0,3,0.01,0.0781487286148654,0.11744198333371486,0.09458283986974365,0.18728719033220032,0.05718994643592914,0.05696332921302019,0.2542233209723939,0.43716522455706636,0.680675731355583
Foursquare,0.5,1.0,2.0,3,0.02,0.0803419102814455,0.1209800831194945,0.09775038928046624,0.19322925687830997,0.058549649773382784,0.058405438813349815,0.2604037906880923,0.45488257107540175,0.7008652657601978
Foursquare,0.5,1.0,2.0,5,0.005,0.07787086118623027,0.12013117116722427,0.0939571614484516,0.19330969922416566,0.0573135558302431,0.05883807169344871,0.2521631644004944,0.4338689740420272,0.6934487021013597
Foursquare,0.5,1.0,2.0,5,0.01,0.0750164450886651,0.11694564856983983,0.09071800315327072,0.18863595883739134,0.054552946023897805,0.057231149567367114,0.25051503914297485,0.42480428512566953,0.6905644829007005
Foursquare,0.5,1.0,2.0,5,0.02,0.07729803177365227,0.11833481503933896,0.09437096983866683,0.1910444894481801,0.057066337041615164,0.05756077461887104,0.2550473836011537,0.4503502266172229,0.6843840131850021
Foursquare,0.5,1.0,2.0,10,0.005,0.07921251160288126,0.11876280981044335,0.09626890447752125,0.18912759286662315,0.05826122785331685,0.05778739184177997,0.2665842604037907,0.44169756901524515,0.6872682323856613
Foursquare,0.5,1.0,2.0,10,0.01,0.07856197476310421,0.11668702077103026,0.09341870551962816,0.18278295386657029,0.05702513391017716,0.056159868149979406,0.265348166460651,0.43798928718582614,0.680675731355583
Foursquare,0.5,1.0,2.0,10,0.02,0.07870567088917878,0.1177327817070437,0.09487666569302332,0.1873834130996711,0.05756077461887104,0.0565100947672023,0.25751957148743304,0.4454058508446642,0.6938607334157396
Foursquare,1.0,0.3,0.2,1,0.005,0.07914223325253616,0.11904599219261369,0.09524011283650939,0.18979317275289645,0.05751957148743306,0.057148743304491136,0.25257519571487436,0.43551709929954674,0.6901524515863205
Foursquare,1.0,0.3,0.2,1,0.01,0.07737895830018117,0.11936170505300145,0.09110896558658806,0.19002061267828413,0.05533580552121962,0.05789039967037496,0.2649361351462711,0.42398022249690975,0.6852080758137619
Foursquare,1.0,0.3,0.2,1,0.02,0.07626304136425897,0.11287425853319195,0.0907164394296832,0.17670940786808564,0.05603625875566543,0.054429336629583845,0.2554594149155336,0.43098475484136795,0.6600741656365884
Foursquare,1.0,0.3,0.2,3,0.005,0.07711027066477452,0.11595885498161689,0.09332282312595656,0.18416962849835494,0.055830243098475486,0.0561804697156984,0.2488669138854553,0.43551709929954674,0.6670786979810466
Foursquare,1.0,0.3,0.2,3,0.01,0.07814974384013783,0.11978060897623515,0.09542708355583618,0.1924337289884578,0.056736711990111245,0.05811701689328389,0.25092707045735474,0.44087350638648537,0.6831479192418624
Foursquare,1.0,0.3,0.2,3,0.02,0.0816686620500192,0.12104017881074855,0.09888498819186323,0.19143461482943977,0.05900288421920066,0.05805521219612691,0.2669962917181706,0.4511742892459827,0.6847960444993819
Foursquare,1.0,0.3,0.2,5,0.005,0.07711569970394874,0.11672871683362199,0.09307565746772922,0.18673113506714334,0.05751957148743306,0.057107540173053147,0.25133910177173463,0.4454058508446642,0.6823238566131026
Foursquare,1.0,0.3,0.2,5,0.01,0.07961890329704127,0.11813940493179897,0.09554016262597229,0.18646674201267713,0.05718994643592914,0.05636588380716935,0.26122785331685205,0.43551709929954674,0.6782035434693037
Foursquare,1.0,0.3,0.2,5,0.02,0.07787253956603923,0.11782587635064674,0.09541079541678121,0.19000761427378368,0.05764318088174702,0.057272352698805123,0.253811289658014,0.4433456942727647,0.6852080758137619
Foursquare,1.0,0.3,0.2,10,0.005,0.07854989863574532,0.11725847103611055,0.09288801615195778,0.18413046653052936,0.05661310259579727,0.05651009476720231,0.26782035434693036,0.44210960032962504,0.680675731355583
Foursquare,1.0,0.3,0.2,10,0.01,0.07458306940915473,0.11629949822965632,0.09092676692240297,0.18917866338675587,0.05562422744128554,0.05745776679027605,0.24103831891223734,0.4297486608982283,0.6814997939843428
Foursquare,1.0,0.3,0.2,10,0.02,0.07502991832343339,0.11479944834390812,0.09249866059239056,0.18638226252645917,0.05648949320148331,0.0569015245158632,0.24392253811289658,0.4359291306139267,0.6757313555830243
Foursquare,1.0,0.3,0.5,1,0.005,0.07810555014050093,0.11784464222101498,0.09349495444028567,0.18717466296274912,0.056489493201483325,0.056613102595797285,0.2517511330861145,0.43757725587144625,0.6835599505562423
Foursquare,1.0,0.3,0.5,1,0.01,0.07597920689844484,0.11854658682455563,0.09325537997943735,0.19354757421507077,0.05661310259579729,0.058384837247630814,0.24103831891223734,0.44169756901524515,0.7021013597033374
Foursquare,1.0,0.3,0.5,1,0.02,0.07727744120831896,0.11482664963660316,0.09291957546007644,0.1817817647856221,0.05665430572723527,0.05525339925834363,0.24103831891223734,0.4400494437577256,0.6740832303255048
Foursquare,1.0,0.3,0.5,3,0.005,0.08109227001604123,0.1200814192268738,0.09460971265398944,0.18582586683804445,0.05830243098475484,0.05725175113308611,0.2665842604037907,0.44787803873094356,0.6819118252987227
Foursquare,1.0,0.3,0.5,3,0.01,0.07866350623176949,0.11951329788141324,0.09308615335810955,0.19043598535952272,0.057725587144623,0.057993407498969925,0.25751957148743304,0.4396374124433457,0.6872682323856613
Foursquare,1.0,0.3,0.5,3,0.02,0.07756027606112995,0.11963061870748541,0.09666067650283201,0.19490550179835475,0.057148743304491136,0.05861145447053976,0.2484548825710754,0.45199835187474247,0.6926246394725999
Foursquare,1.0,0.3,0.5,5,0.005,0.08011641016290566,0.11956761370828876,0.09567696401958983,0.1895570385118751,0.05834363411619284,0.05737536052740008,0.26081582200247216,0.4429336629583848,0.6926246394725999
Foursquare,1.0,0.3,0.5,5,0.01,0.08118303113047359,0.12175738987843165,0.10035458389143567,0.19563604225839282,0.059662134322208495,0.05871446229913473,0.25628347754429337,0.45282241450350225,0.6938607334157396
Foursquare,1.0,0.3,0.5,5,0.02,0.07905324234844176,0.12031458561728647,0.09452698477278745,0.19110749646631756,0.05665430572723527,0.0580964153275649,0.25010300782859496,0.4363411619283066,0.6880922950144212
Foursquare,1.0,0.3,0.5,10,0.005,0.07590280656486392,0.11575318624331325,0.09108670435770319,0.1854120512382051,0.05554182117840956,0.05607746188710343,0.25298722702925425,0.42398022249690975,0.6716110424392254
Foursquare,1.0,0.3,0.5,10,0.01,0.07910060641084245,0.1185592198908196,0.09407488965943808,0.18801424952720738,0.05793160280181295,0.057066337041615164,0.2595797280593325,0.4404614750721055,0.6868562010712814
Foursquare,1.0,0.3,0.5,10,0.02,0.07920935914008419,0.11871709081511432,0.09566115288935878,0.19001697734749903,0.05834363411619284,0.057313555830243106,0.2542233209723939,0.4326328800988875,0.681087762669963
Foursquare,1.0,0.3,1.0,1,0.005,0.08281553387421675,0.12065471510862952,0.09805554230756819,0.18817515389602316,0.06081582200247219,0.05786979810465595,0.26864441697569014,0.45488257107540175,0.6864441697569015
Foursquare,1.0,0.3,1.0,1,0.01,0.07968311521304998,0.11926525409324283,0.09675683220869853,0.1904638425260207,0.05879686856201071,0.05782859497321796,0.25092707045735474,0.44210960032962504,0.6901524515863205
Foursquare,1.0,0.3,1.0,1,0.02,0.07625623421562132,0.11570699697581356,0.08992681945408007,0.18351937573587387,0.05686032138442522,0.05708693860733416,0.24392253811289658,0.4210960032962505,0.6588380716934487
Foursquare,1.0,0.3,1.0,3,0.005,0.086378913349473,0.12536054590567644,0.10554154253799664,0.19839334513044563,0.06287597857437165,0.05939431396786156,0.27482488669138855,0.4672435105067985,0.7058096415327565
Foursquare,1.0,0.3,1.0,3,0.01,0.07476048016989191,0.11743462860424485,0.09197652522921877,0.1918579274828113,0.055170992995467655,0.05807581376184591,0.24598269468479605,0.43016069221260816,0.6926246394725999
Foursquare,1.0,0.3,1.0,3,0.02,0.07923000311000732,0.12063620996861327,0.09398994258538113,0.19213568616960003,0.05776679027606098,0.05842604037906882,0.2583436341161928,0.4404614750721055,0.6872682323856613
Foursquare,1.0,0.3,1.0,5,0.005,0.08314779327830112,0.12252044694916149,0.10003253110661255,0.19252520506730736,0.06007416563658837,0.058364235681911826,0.2698805109188298,0.4610630407911001,0.6872682323856613
Foursquare,1.0,0.3,1.0,5,0.01,0.08091368999274946,0.12258833275175297,0.09668322157868298,0.19544526915085908,0.05834363411619283,0.05871446229913473,0.25710754017305315,0.4429336629583848,0.7066337041615163
Foursquare,1.0,0.3,1.0,5,0.02,0.07686976184593304,0.11472441170165176,0.09265276541888556,0.18146799344592165,0.05718994643592914,0.05599505562422744,0.25010300782859496,0.44746600741656367,0.6753193242686444
Foursquare,1.0,0.3,1.0,10,0.005,0.08058887744399745,0.12082146858675653,0.09707431674641326,0.19256738257115777,0.05962093119077049,0.05840543881334983,0.26370004120313145,0.44870210135970334,0.6909765142150803
Foursquare,1.0,0.3,1.0,10,0.01,0.08400048977494817,0.12345957351894475,0.09912536042895133,0.19239874982489605,0.06036258755665431,0.058735063864853734,0.27400082406262877,0.4635352286773795,0.6872682323856613
Foursquare,1.0,0.3,1.0,10,0.02,0.07699926536311975,0.11730968136744077,0.09317658090585132,0.1886310360244048,0.056571899464359296,0.056901524515863215,0.24021425628347753,0.42686444169756904,0.6711990111248455
Foursquare,1.0,0.3,2.0,1,0.005,0.07879270624201337,0.11985113960544118,0.09547331223108792,0.19198326391166237,0.05718994643592914,0.05811701689328389,0.2583436341161928,0.449938195302843,0.6938607334157396
Foursquare,1.0,0.3,2.0,1,0.01,0.07825330230386766,0.11574833236276683,0.09356793272297485,0.18172646019763544,0.05764318088174702,0.05593325092707046,0.25051503914297485,0.4441697569015245,0.6749072929542645
Foursquare,1.0,0.3,2.0,1,0.02,0.07966990438600688,0.1208806504174019,0.09585200732198935,0.1936668737432712,0.05772558714462299,0.057890399670374945,0.25628347754429337,0.44169756901524515,0.696332921302019
Foursquare,1.0,0.3,2.0,3,0.005,0.072742829609197,0.11214432592249583,0.08969956710338074,0.18232711629964307,0.054758961681087764,0.05560362587556655,0.22908941079522044,0.42356819118252986,0.6798516687268232
Foursquare,1.0,0.3,2.0,3,0.01,0.0786358243554183,0.11966823785792817,0.09348291097296085,0.18928971423043792,0.05743716522455708,0.05828182941903584,0.26328800988875156,0.438401318500206,0.6868562010712814
Foursquare,1.0,0.3,2.0,3,0.02,0.07959998616932269,0.11776827811455289,0.09408211930617555,0.1844891510634324,0.057766790276060985,0.05681911825298723,0.2591676967449526,0.44169756901524515,0.6765554182117841
Foursquare,1.0,0.3,2.0,5,0.005,0.0794399544497801,0.11818254934634953,0.09611510007411771,0.18815232929781087,0.057931602801812934,0.05677791512154924,0.26081582200247216,0.4458178821590441,0.688504326328801
Foursquare,1.0,0.3,2.0,5,0.01,0.07474556496946083,0.11414661876799766,0.09221663110288646,0.18545119629010043,0.05587144622991348,0.056139266584260404,0.25257519571487436,0.44087350638648537,0.6880922950144212
Foursquare,1.0,0.3,2.0,5,0.02,0.07813672346854826,0.11772607683993798,0.09328188953913011,0.1862885697739842,0.05653069633292131,0.05681911825298723,0.2587556654305727,0.4334569427276473,0.6814997939843428
Foursquare,1.0,0.3,2.0,10,0.005,0.08006622842958075,0.12157533194730936,0.0978340584025306,0.19615926984030999,0.058220024721878864,0.058323032550473844,0.2591676967449526,0.4429336629583848,0.6934487021013597
Foursquare,1.0,0.3,2.0,10,0.01,0.07867520955417842,0.11866230768176808,0.09513342271144078,0.18886925586187664,0.05661310259579727,0.05686032138442522,0.2558714462299135,0.4433456942727647,0.6950968273588792
Foursquare,1.0,0.3,2.0,10,0.02,0.07745992849965033,0.11751542479820296,0.09498169559151746,0.18918304888170112,0.056489493201483325,0.05729295426452411,0.24721878862793573,0.4396374124433457,0.688504326328801
Foursquare,1.0,0.5,0.2,1,0.005,0.07924810543170567,0.11787815265838522,0.09507074199435404,0.18608224807464854,0.05718994643592914,0.05599505562422744,0.26411207251751134,0.43798928718582614,0.6794396374124434
Foursquare,1.0,0.5,0.2,1,0.01,0.08020640097042409,0.12011262230870418,0.09797040063984042,0.1930502219777348,0.059414915533580547,0.05793160280181295,0.25092707045735474,0.4458178821590441,0.6930366707869798
Foursquare,1.0,0.5,0.2,1,0.02,0.08068487433484003,0.12072539818926938,0.09546467851568732,0.1902797440039422,0.05850844664194479,0.057704985578904,0.26370004120313145,0.44870210135970334,0.6864441697569015
Foursquare,1.0,0.5,0.2,3,0.005,0.07401181870016323,0.1154425444177521,0.08885036918403733,0.18703263325899022,0.05480016481252575,0.05667490729295427,0.2356819118252987,0.4227441285537701,0.6827358879274825
Foursquare,1.0,0.5,0.2,3,0.01,0.08245473552409946,0.12378279663430425,0.09827432202670573,0.19512101232390622,0.05912649361351463,0.05896168108776268,0.26905644829007,0.4507622579316028,0.7033374536464772
Foursquare,1.0,0.5,0.2,3,0.02,0.07383044689088127,0.1139251006227126,0.08945079864690678,0.1834513500083173,0.05541821178409559,0.05669550885867327,0.24515863205603625,0.42068397198187063,0.6777915121549237
Foursquare,1.0,0.5,0.2,5,0.005,0.07637889191533857,0.1167149816389153,0.09292167986697113,0.1867832156041578,0.05537700865265761,0.0565925010300783,0.2480428512566955,0.43675319324268647,0.6831479192418624
Foursquare,1.0,0.5,0.2,5,0.01,0.07853231359116487,0.11658774005513468,0.09374541122594165,0.1840673213619047,0.05714874330449115,0.055974454058508455,0.25793160280181293,0.4396374124433457,0.672847136382365
Foursquare,1.0,0.5,0.2,5,0.02,0.07770065394294345,0.11838284516924401,0.09208829622388166,0.18925257686297645,0.0565306963329213,0.05718994643592914,0.25793160280181293,0.43716522455706636,0.6918005768438401
Foursquare,1.0,0.5,0.2,10,0.005,0.0788966789656494,0.12081391841212602,0.09541931213611764,0.19477682355954168,0.05727235269880511,0.05850844664194479,0.2661722290894108,0.44210960032962504,0.7016893283889576
Foursquare,1.0,0.5,0.2,10,0.01,0.07964127718097916,0.11971635698855765,0.09592195464766476,0.1905263815171919,0.0584672435105068,0.05803461063040792,0.2558714462299135,0.4503502266172229,0.6880922950144212
Foursquare,1.0,0.5,0.2,10,0.02,0.0802088675809121,0.11818850355705349,0.09691305124517727,0.1862564010387316,0.0584672435105068,0.05644829007004532,0.25793160280181293,0.44787803873094356,0.6856201071281417
Foursquare,1.0,0.5,0.5,1,0.005,0.07947375555245613,0.11918846585269725,0.09797856429177988,0.19139760002928238,0.05784919653893695,0.05751957148743306,0.2517511330861145,0.4433456942727647,0.688504326328801
Foursquare,1.0,0.5,0.5,1,0.01,0.07716312156166698,0.11642344537381173,0.0927878369237284,0.18613957949208526,0.05764318088174702,0.05683971981870622,0.25010300782859496,0.43551709929954674,0.6749072929542645
Foursquare,1.0,0.5,0.5,1,0.02,0.0799095387118371,0.12046486521331348,0.09353009267984409,0.19048792355306288,0.057066337041615164,0.05733415739596209,0.26328800988875156,0.4359291306139267,0.6905644829007005
Foursquare,1.0,0.5,0.5,3,0.005,0.07785406774027356,0.11708902426631461,0.09319951127156162,0.18539935920385553,0.05714874330449115,0.05708693860733416,0.2624639472599918,0.44210960032962504,0.6802637000412032
Foursquare,1.0,0.5,0.5,3,0.01,0.07668345838702223,0.11558449011909644,0.09254327607752874,0.18465983422065674,0.05628347754429337,0.056015657189946444,0.24392253811289658,0.4264524103831891,0.672847136382365
Foursquare,1.0,0.5,0.5,3,0.02,0.08254201664864881,0.1217760487839709,0.09896366946821317,0.19178074168319342,0.05949732179645653,0.057828594973217975,0.2669962917181706,0.4581788215904409,0.7004532344458179
Foursquare,1.0,0.5,0.5,5,0.005,0.07855054321394815,0.11684930843916559,0.09320148218701758,0.182998371091514,0.056159868149979406,0.05554182117840956,0.2542233209723939,0.43469303667078696,0.6720230737536053
